label,Comment,text,,,
Yes,,Where wuld I be without my baby? The thought alone mite break me and I donåÕt wanna go crazy but everyboy needs his lady xxxxxxxx,,,
Yes,,Wat's my dear doing? Sleeping ah?,,,
Yes,,Hi' Test on  &lt;#&gt; rd ....,,,
Yes,,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,,,
Yes,,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,,,
Yes,,Yup n her fren lor. I'm meeting my fren at 730.,,,
Yes,,"Yeah, we got one lined up for us",,,
Yes,,"And stop wondering \wow is she ever going to stop tm'ing me ?!\"" because I will tm you whenever I want because you are MINE ... *laughs*""",,,
Yes,,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,,,
Yes,,Hey i've booked the pilates and yoga lesson already... Haha,,,
Yes,,Are you ok. What happen to behave like this,,,
No,,You have 1 new message. Please call 08712400200.,,,
Yes,,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,,,
Yes,,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",,,
Yes,,No message..no responce..what happend?,,,
No,,We currently have a message awaiting your collection. To collect your message just call 08718723815.,,,
Yes,,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",,,
Yes,,make that 3! 4 fucks sake?! x,,,
Yes,,Leave it. U will always be ignorant.,,,
Yes,,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),,,
Yes,,at bruce b downs &amp; fletcher now,,,
Yes,,Where are you ? You said you would be here when I woke ... :-(,,,
Yes,,Hey now am free you can call me.,,,
Yes,,Tell me whos this pls:-),,,
No,,"URGENT! Your mobile was awarded a å£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",,,
Yes,,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",,,
Yes,,Id have to check but there's only like 1 bowls worth left,,,
Yes,,Yes there were many sweets,,,
Yes,,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,,,
No,,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,,,
Yes,,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,,,
Yes,,Sir send to group mail check it.,,,
Yes,,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,,,
Yes,,"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\""""",,,
Yes,,You dont know you jabo me abi.,,,
No,,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",,,
Yes,,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,,,
Yes,,"Are you being good, baby? :)",,,
Yes,,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,,,
Yes,,"Mostly sports type..lyk footbl,crckt..",,,
Yes,,Ma head dey swell oh. Thanks for making my day,,,
Yes,,U should make a fb list,,,
Yes,,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,"this wont even start........ Datz confidence..""",,
Yes,,Sary just need Tim in the bollox &it hurt him a lot so he tol me!,,,
Yes,,Happy New Year Princess!,,,
Yes,,"I'll text carlos and let you know, hang on",,,
Yes,,"Don't worry, * is easy once have ingredients!",,,
Yes,,I love u 2 my little pocy bell I am sorry but I love u,,,
Yes,,"Ok omw now, you at castor?",,,
Yes,,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,,,
No,,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",,,
Yes,,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,,,
Yes,,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",,,
Yes,,"Tonight? Yeah, I'd be down for that",,,
Yes,,What should i eat fo lunch senor,,,
Yes,,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! ",,,
Yes,,No break time one... How... I come out n get my stuff fr Ì_?,,,
No,,Reply to win å£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,,,
Yes,,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",,,
Yes,,Do you still have the grinder?,,,
No,,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,,,
Yes,,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",,,
No,,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",,,
Yes,,K.i did't see you.:)k:)where are you now?,,,
Yes,,So i'm doing a list of buyers.,,,
Yes,,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",,,
Yes,,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,,,
Yes,,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,,,
Yes,,Don know..he is watching film in computer..,,,
Yes,,No b4 Thursday,,,
Yes,,"Oh, then your phone phoned me but it disconnected",,,
Yes,,Id onluy matters when getting on from offcampus,,,
No,,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,,,
Yes,,"Excellent, I'll see what riley's plans are",,,
Yes,,I will see in half an hour,,,
No,,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",,,
Yes,,Ew are you one of them?,,,
Yes,,Also hi wesley how've you been,,,
Yes,,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,,,
No,,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",,,
No,,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,,,
Yes,,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),,,
Yes,,"Hm good morning, headache anyone? :-)",,,
Yes,,Yeah no probs - last night is obviously catching up with you... Speak soon ,,,
No,,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,,,
Yes,,I might go 2 sch. Yar at e salon now v boring.,,,
Yes,, &lt;#&gt;  mins but i had to stop somewhere first.,,,
Yes,,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",,,
Yes,,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,,,
Yes,,I didn't get the second half of that message,,,
Yes,,Wat time do u wan 2 meet me later?,,,
Yes,,I thank you so much for all you do with selflessness. I love you plenty.,,,
Yes,,Am in film ill call you later.,,,
Yes,,How dare you change my ring,,,
Yes,,You are a very very very very bad girl. Or lady.,,,
Yes,,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,,,
Yes,,"What part of \don't initiate\"" don't you understand""",,,
Yes,,I finished my lunch already. U wake up already?,,,
Yes,,You still at the game?,,,
Yes,,You have got tallent but you are wasting.,,,
Yes,,What is your record for one night? :),,,
Yes,,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",,,
Yes,, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,,,
Yes,,Jokin only lar... :-) depends on which phone my father can get lor...,,,
Yes,,"Aight, lemme know what's up",,,
Yes,,Get ready for  &lt;#&gt;  inches of pleasure...,,,
Yes,,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,,,
Yes,,;-) ok. I feel like john lennon.,,,
Yes,,Cos darren say Ì_ considering mah so i ask Ì_...,,,
Yes,,You are not bothering me but you have to trust my answers. Pls.,,,
Yes,,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",,,
Yes,,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,,,
Yes,,Aight what time you want me to come up?,,,
Yes,,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,,,
Yes,,Your bill at 3 is å£33.65 so thats not bad!,,,
Yes,,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,,,
Yes,,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",,,
Yes,,So how's the weather over there?,,,
Yes,,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! ",,,
Yes,,Die... Now i have e toot fringe again...,,,
Yes,,Lol they don't know about my awesome phone. I could click delete right now if I want.,,,
Yes,,Ok,,,
Yes,,"Awesome question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled &amp; answered: . . \""She is fine!\"" Gudnite""",,,
Yes,,Please leave this topic..sorry for telling that..,,,
Yes,,Pls send me the correct name da.,,,
Yes,,What happened to our yo date?,,,
No,,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+,,,
Yes,,Webpage s not available!,,,
Yes,,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,,,
No,,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,,,
Yes,,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",,,
Yes,,K..k...from tomorrow onwards started ah?,,,
Yes,,What u talking bout early morning? It's almost noon where your at!,,,
Yes,,Fine. Do you remember me.,,,
No,,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",,,
Yes,,Ok. How many should i buy.,,,
Yes,,"Sounds good, keep me posted",,,
No,,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,,,
Yes,,Ok. So april. Cant wait,,,
Yes,,Boy you best get yo ass out here quick,,,
Yes,,Ay wana meet on sat?Ì_ wkg on sat?,,,
Yes,,I'm now but have to wait till 2 for the bus to pick me.,,,
Yes,,Apart from the one i told you about yesterday?,,,
Yes,,Ok lor... But buy wat?,,,
Yes,,Somebody should go to andros and steal ice,,,
Yes,,Don know. I did't msg him recently.,,,
Yes,,Take us out shopping and Mark will distract Isaiah.=D,,,
Yes,,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",,,
Yes,,There is no sense in my foot and penis.,,,
Yes,,Okay but i thought you were the expert,,,
Yes,,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,,,
Yes,,S.s:)i thinl role is like sachin.just standing. Others have to hit.,,,
Yes,,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,,,
Yes,,"And very importantly, all we discuss is between u and i only.",,,
Yes,,K..k:)how about your training process?,,,
Yes,,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,,,
Yes,,In da car park ,,,
Yes,,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,,,
Yes,,So i asked how's anthony. Dad. And your bf,,,
Yes,,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",,,
Yes,,What Today-sunday..sunday is holiday..so no work..,,,
Yes,,Am going to take bath ill place the key in window:-),,,
No,,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,,,
Yes,,"Dear, take care. I am just reaching home.love u a lot.",,,
Yes,,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,,,
Yes,,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,,,
Yes,,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,,,
